text,label_binary,label_original,dataset_name,norm_key,dedup_key
আমি দুঃখিত.আপনি কোন ভাষায় কথা বলছেন?এটি বুলশিটের মতো শোনাচ্ছে।,1,1.0,banglasarc,আমি দুঃখিত.আপনি কোন ভাষায় কথা বলছেন?এটি বুলশিটের মতো শোনাচ্ছে।,আমি দুঃখিত.আপনি কোন ভাষায় কথা বলছেন?এটি বুলশিটের মতো শোনাচ্ছে।
"""এত লোক তাদের শারীরিক উপস্থিতি এবং বস্তুগত সম্পদ সম্পর্কে উদ্বিগ্ন, যে তারা তাদের কৃপণ ব্যক্তিত্বকে পুরোপুরি উপেক্ষা করে।""",1,1.0,banglasarc,"""এত লোক তাদের শারীরিক উপস্থিতি এবং বস্তুগত সম্পদ সম্পর্কে উদ্বিগ্ন, যে তারা তাদের কৃপণ ব্যক্তিত্বকে পুরোপুরি উপেক্ষা করে।""","""এত লোক তাদের শারীরিক উপস্থিতি এবং বস্তুগত সম্পদ সম্পর্কে উদ্বিগ্ন, যে তারা তাদের কৃপণ ব্যক্তিত্বকে পুরোপুরি উপেক্ষা করে।"""
এবার হিন্দু বৌদ্ধ ঐক্য পরিষদের অস্তিত্ব নিয়ে টানাটানি হয় কিনা দেখেন। প্রিয়া সাহা একটা ব্র,0,0.0,banglasarc,এবার হিন্দু বৌদ্ধ ঐক্য পরিষদের অস্তিত্ব নিয়ে টানাটানি হয় কিনা দেখেন। প্রিয়া সাহা একটা ব্র,এবার হিন্দু বৌদ্ধ ঐক্য পরিষদের অস্তিত্ব নিয়ে টানাটানি হয় কিনা দেখেন। প্রিয়া সাহা একটা ব্র
হতে পারে আপনার কিছু মেকআপ খাওয়া উচিত যাতে আপনি অভ্যন্তরেও সুন্দর হতে পারেন,1,1.0,banglasarc,হতে পারে আপনার কিছু মেকআপ খাওয়া উচিত যাতে আপনি অভ্যন্তরেও সুন্দর হতে পারেন,হতে পারে আপনার কিছু মেকআপ খাওয়া উচিত যাতে আপনি অভ্যন্তরেও সুন্দর হতে পারেন
বাস্তবে যা সত্যি তাইতো বললাম।,0,0.0,banglasarc,বাস্তবে যা সত্যি তাইতো বললাম।,বাস্তবে যা সত্যি তাইতো বললাম।
যদি ইডিয়টস গাছগুলিতে বেড়ে ওঠে তবে এই জায়গাটি একটি বাগান হবে।,1,1.0,banglasarc,যদি ইডিয়টস গাছগুলিতে বেড়ে ওঠে তবে এই জায়গাটি একটি বাগান হবে।,যদি ইডিয়টস গাছগুলিতে বেড়ে ওঠে তবে এই জায়গাটি একটি বাগান হবে।
জীবনে কোনোদিন ধান চাষ করছেন বা দেখছেন?,0,0.0,banglasarc,জীবনে কোনোদিন ধান চাষ করছেন বা দেখছেন?,জীবনে কোনোদিন ধান চাষ করছেন বা দেখছেন?
"""বৈবাহিক অবস্থা হিসাবে 'একক' এর পরিবর্তে তাদের উচিত ছিল 'স্বাধীনভাবে মালিকানাধীন এবং পরিচালিত।'",1,1.0,banglasarc,"""বৈবাহিক অবস্থা হিসাবে 'একক' এর পরিবর্তে তাদের উচিত ছিল 'স্বাধীনভাবে মালিকানাধীন এবং পরিচালিত।'","""বৈবাহিক অবস্থা হিসাবে 'একক' এর পরিবর্তে তাদের উচিত ছিল 'স্বাধীনভাবে মালিকানাধীন এবং পরিচালিত।'"
আপনার নাম গুগল না হলে আপনি যেমন সমস্ত কিছু জানেন তার মতো কাজ করা বন্ধ করুন।,1,1.0,banglasarc,আপনার নাম গুগল না হলে আপনি যেমন সমস্ত কিছু জানেন তার মতো কাজ করা বন্ধ করুন।,আপনার নাম গুগল না হলে আপনি যেমন সমস্ত কিছু জানেন তার মতো কাজ করা বন্ধ করুন।
"বাহ! বাংলার ফেইসবুক সমাজ আরও একজনকে বাজে, অকথ্য, অশ্লীল ভাষায় গালিগালাজ করার মাধ্যমে ধর্ম এর পথে ফিরিয়ে নিয়ে এসেছে। আলহামদুলিল্লাহ।",0,0.0,banglasarc,"বাহ! বাংলার ফেইসবুক সমাজ আরও একজনকে বাজে, অকথ্য, অশ্লীল ভাষায় গালিগালাজ করার মাধ্যমে ধর্ম এর পথে ফিরিয়ে নিয়ে এসেছে। আলহামদুলিল্লাহ।","বাহ! বাংলার ফেইসবুক সমাজ আরও একজনকে বাজে, অকথ্য, অশ্লীল ভাষায় গালিগালাজ করার মাধ্যমে ধর্ম এর পথে ফিরিয়ে নিয়ে এসেছে। আলহামদুলিল্লাহ।"
"কেউ মারা গেলে, আমরা অনেক স্টাটাস দেই,",0,0.0,banglasarc,"কেউ মারা গেলে, আমরা অনেক স্টাটাস দেই,","কেউ মারা গেলে, আমরা অনেক স্টাটাস দেই,"
আর আওয়ামীলীগ চেনে শুয়ার,0,0.0,banglasarc,আর আওয়ামীলীগ চেনে শুয়ার,আর আওয়ামীলীগ চেনে শুয়ার
আপনি যদি পৃথিবী পরিবর্তন করতে চান তবে আপনি অবিবাহিত থাকাকালীন এটি করুন।একবার আপনি বিবাহিত হয়ে গেলে আপনি টিভি চ্যানেলটিও পরিবর্তন করতে পারবেন না।,1,1.0,banglasarc,আপনি যদি পৃথিবী পরিবর্তন করতে চান তবে আপনি অবিবাহিত থাকাকালীন এটি করুন।একবার আপনি বিবাহিত হয়ে গেলে আপনি টিভি চ্যানেলটিও পরিবর্তন করতে পারবেন না।,আপনি যদি পৃথিবী পরিবর্তন করতে চান তবে আপনি অবিবাহিত থাকাকালীন এটি করুন।একবার আপনি বিবাহিত হয়ে গেলে আপনি টিভি চ্যানেলটিও পরিবর্তন করতে পারবেন না।
আপনি যদি পনির না হন তবে বয়সের কোনও গুরুত্ব নেই।,1,1.0,banglasarc,আপনি যদি পনির না হন তবে বয়সের কোনও গুরুত্ব নেই।,আপনি যদি পনির না হন তবে বয়সের কোনও গুরুত্ব নেই।
বাবা দিবসে মার্কস ফুলক্রীম মিল্ক পাউডারের বিশেষ নিবেদন...,0,0.0,banglasarc,বাবা দিবসে মার্কস ফুলক্রীম মিল্ক পাউডারের বিশেষ নিবেদন...,বাবা দিবসে মার্কস ফুলক্রীম মিল্ক পাউডারের বিশেষ নিবেদন...
আপনার দেয়া তথ্যগুলোর সোর্স সবসময়ই বিশ্বাসযোগ্য এবং লেজিট,0,0.0,banglasarc,আপনার দেয়া তথ্যগুলোর সোর্স সবসময়ই বিশ্বাসযোগ্য এবং লেজিট,আপনার দেয়া তথ্যগুলোর সোর্স সবসময়ই বিশ্বাসযোগ্য এবং লেজিট
আপনি যদি আমাকে আপত্তিকর মনে করেন।তারপরে আমি আপনাকে আমাকে সন্ধান করা ছেড়ে দেওয়ার পরামর্শ দিচ্ছি,1,1.0,banglasarc,আপনি যদি আমাকে আপত্তিকর মনে করেন।তারপরে আমি আপনাকে আমাকে সন্ধান করা ছেড়ে দেওয়ার পরামর্শ দিচ্ছি,আপনি যদি আমাকে আপত্তিকর মনে করেন।তারপরে আমি আপনাকে আমাকে সন্ধান করা ছেড়ে দেওয়ার পরামর্শ দিচ্ছি
"বাংলাদেশ টেস্ট খেলার জন্য এখনো উপযুক্ত হয় নি, আইসিসির উচিত বাংলাদেশ কে টেস্ট থেকে বরখাস্ত করা।",0,0.0,banglasarc,"বাংলাদেশ টেস্ট খেলার জন্য এখনো উপযুক্ত হয় নি, আইসিসির উচিত বাংলাদেশ কে টেস্ট থেকে বরখাস্ত করা।","বাংলাদেশ টেস্ট খেলার জন্য এখনো উপযুক্ত হয় নি, আইসিসির উচিত বাংলাদেশ কে টেস্ট থেকে বরখাস্ত করা।"
"বড়দের দোয়া খুবই জরুরি,কারণ কেউ কেউ বলে থাকেন ,বাপ ছাড়া দোয়ায় পোয়া হয়।",0,0.0,banglasarc,"বড়দের দোয়া খুবই জরুরি,কারণ কেউ কেউ বলে থাকেন ,বাপ ছাড়া দোয়ায় পোয়া হয়।","বড়দের দোয়া খুবই জরুরি,কারণ কেউ কেউ বলে থাকেন ,বাপ ছাড়া দোয়ায় পোয়া হয়।"
যদি সবকিছু ঠিকঠাক চলছে বলে মনে হয় তবে আপনি অবশ্যই কিছু উপেক্ষা করেছেন।,1,1.0,banglasarc,যদি সবকিছু ঠিকঠাক চলছে বলে মনে হয় তবে আপনি অবশ্যই কিছু উপেক্ষা করেছেন।,যদি সবকিছু ঠিকঠাক চলছে বলে মনে হয় তবে আপনি অবশ্যই কিছু উপেক্ষা করেছেন।
ভগবান তারাতাড়ি সুস্হ করে তুলবেন,0,0.0,banglasarc,ভগবান তারাতাড়ি সুস্হ করে তুলবেন,ভগবান তারাতাড়ি সুস্হ করে তুলবেন
এই যে টিশার্টের জন্য এই দিকে তাকান!!! এই দুই লিঙ্কে গেলে সব পাবেন।,0,0.0,banglasarc,এই যে টিশার্টের জন্য এই দিকে তাকান!!! এই দুই লিঙ্কে গেলে সব পাবেন।,এই যে টিশার্টের জন্য এই দিকে তাকান!!! এই দুই লিঙ্কে গেলে সব পাবেন।
ভুল বুঝার জন্য ধন্যবাদ।। তাই এমন কোন কথা বলা ঠিক না যেগুলা মূখ্যতার পরিচয় দেই।।।।কেও ভুল বুঝতে পারলে আল্লাহ কাছে ক্ষমা চাইলে  আল্লাহ মাফ করে দেন।।দয়া করে অতি উৎসাহ হয়ে আমরা আর কোন ফালতু কথা কমেন্ট না করি কারন আল্লাহ ক্ষমাশীল আর আল্লাহ উনাকে মাফ করে দিবেন কারন উনি ভুল বুঝতে ফেরেছেন।।,0,0.0,banglasarc,ভুল বুঝার জন্য ধন্যবাদ।। তাই এমন কোন কথা বলা ঠিক না যেগুলা মূখ্যতার পরিচয় দেই।।।।কেও ভুল বুঝতে পারলে আল্লাহ কাছে ক্ষমা চাইলে আল্লাহ মাফ করে দেন।।দয়া করে অতি উৎসাহ হয়ে আমরা আর কোন ফালতু কথা কমেন্ট না করি কারন আল্লাহ ক্ষমাশীল আর আল্লাহ উনাকে মাফ করে দিবেন কারন উনি ভুল বুঝতে ফেরেছেন।।,ভুল বুঝার জন্য ধন্যবাদ।। তাই এমন কোন কথা বলা ঠিক না যেগুলা মূখ্যতার পরিচয় দেই।।।।কেও ভুল বুঝতে পারলে আল্লাহ কাছে ক্ষমা চাইলে আল্লাহ মাফ করে দেন।।দয়া করে অতি উৎসাহ হয়ে আমরা আর কোন ফালতু কথা কমেন্ট না করি কারন আল্লাহ ক্ষমাশীল আর আল্লাহ উনাকে মাফ করে দিবেন কারন উনি ভুল বুঝতে ফেরেছেন।।
"সুবহানাল্লাহ্, কি অপরূপ আল্লাহ্ র সৃষ্টি!",0,0.0,banglasarc,"সুবহানাল্লাহ্, কি অপরূপ আল্লাহ্ র সৃষ্টি!","সুবহানাল্লাহ্, কি অপরূপ আল্লাহ্ র সৃষ্টি!"
ইফতারের পর কমেন্ট করবো ....!!,0,0.0,banglasarc,ইফতারের পর কমেন্ট করবো ....!!,ইফতারের পর কমেন্ট করবো ....!!
আমি কটাক্ষ পছন্দ করি এটি মুখে খোঁচা দেওয়ার মতো তবে শব্দের সাথে,1,1.0,banglasarc,আমি কটাক্ষ পছন্দ করি এটি মুখে খোঁচা দেওয়ার মতো তবে শব্দের সাথে,আমি কটাক্ষ পছন্দ করি এটি মুখে খোঁচা দেওয়ার মতো তবে শব্দের সাথে
আপনি যখন আমার সাথে কথা বলছেন তখন মুখ বন্ধ করুন।,1,1.0,banglasarc,আপনি যখন আমার সাথে কথা বলছেন তখন মুখ বন্ধ করুন।,আপনি যখন আমার সাথে কথা বলছেন তখন মুখ বন্ধ করুন।
হেফাজত মানে সেক্স করা ...হা হা হা৷,0,0.0,banglasarc,হেফাজত মানে সেক্স করা ...হা হা হা৷,হেফাজত মানে সেক্স করা ...হা হা হা৷
তুমি বাংলার গর্ব।,0,0.0,banglasarc,তুমি বাংলার গর্ব।,তুমি বাংলার গর্ব।
আপনার সাফল্য উদযাপন।আপনার ব্যর্থতায় কিছু রসিকতা সন্ধান করুন।,1,1.0,banglasarc,আপনার সাফল্য উদযাপন।আপনার ব্যর্থতায় কিছু রসিকতা সন্ধান করুন।,আপনার সাফল্য উদযাপন।আপনার ব্যর্থতায় কিছু রসিকতা সন্ধান করুন।
"সবুজ ঘাসের দেশ যখন সে চোখে দেখে দারুচিনি–দ্বীপের ভিতর, তেমনি দেখেছি তারে অন্ধকারে; বলেছে সে, ‘এতোদিন কোথায় ছিলেন?’ পাখির নীড়ের মতো চোখ তুলে নাটোরের বনলতা সেন|❤️�",0,0.0,banglasarc,"সবুজ ঘাসের দেশ যখন সে চোখে দেখে দারুচিনি–দ্বীপের ভিতর, তেমনি দেখেছি তারে অন্ধকারে; বলেছে সে, ‘এতোদিন কোথায় ছিলেন?’ পাখির নীড়ের মতো চোখ তুলে নাটোরের বনলতা সেন|❤️�","সবুজ ঘাসের দেশ যখন সে চোখে দেখে দারুচিনি–দ্বীপের ভিতর, তেমনি দেখেছি তারে অন্ধকারে; বলেছে সে, ‘এতোদিন কোথায় ছিলেন?’ পাখির নীড়ের মতো চোখ তুলে নাটোরের বনলতা সেন|❤️�"
বুঝিতে পারিলাম আমাদের দেশে নীরবে নীরবে নাস্তিকতার ব্যপক প্রসার ঘটিয়াছে।।,0,0.0,banglasarc,বুঝিতে পারিলাম আমাদের দেশে নীরবে নীরবে নাস্তিকতার ব্যপক প্রসার ঘটিয়াছে।।,বুঝিতে পারিলাম আমাদের দেশে নীরবে নীরবে নাস্তিকতার ব্যপক প্রসার ঘটিয়াছে।।
"ভুলে যাবেন না আল্লাহ আছেন, উনি সব দেখচ্ছেন।",0,0.0,banglasarc,"ভুলে যাবেন না আল্লাহ আছেন, উনি সব দেখচ্ছেন।","ভুলে যাবেন না আল্লাহ আছেন, উনি সব দেখচ্ছেন।"
বিয়ের মেকাপ রিসেপশন অব্দি টিকায় রাখার চিন্তা মনে হয় কমবেশি সব ব্রাইডের ই হয়।,0,0.0,banglasarc,বিয়ের মেকাপ রিসেপশন অব্দি টিকায় রাখার চিন্তা মনে হয় কমবেশি সব ব্রাইডের ই হয়।,বিয়ের মেকাপ রিসেপশন অব্দি টিকায় রাখার চিন্তা মনে হয় কমবেশি সব ব্রাইডের ই হয়।
"আসা করি ১দিন
বাংলা দেশ কেই গর্বিত করাবেন 🙂",0,0.0,banglasarc,আসা করি ১দিন বাংলা দেশ কেই গর্বিত করাবেন 🙂,আসা করি ১দিন বাংলা দেশ কেই গর্বিত করাবেন 🙂
বিধি বিশ্বাস।অবশ্যই আমি করি.যদি কোনও নিয়ম না থাকে তবে আপনি কীভাবে সেগুলি ভেঙে ফেলতে পারেন?,1,1.0,banglasarc,বিধি বিশ্বাস।অবশ্যই আমি করি.যদি কোনও নিয়ম না থাকে তবে আপনি কীভাবে সেগুলি ভেঙে ফেলতে পারেন?,বিধি বিশ্বাস।অবশ্যই আমি করি.যদি কোনও নিয়ম না থাকে তবে আপনি কীভাবে সেগুলি ভেঙে ফেলতে পারেন?
নতুন পোপ হ'ল প্রেম এবং আনন্দ ছড়িয়ে দেওয়ার বিষয়ে এবং ডুম এবং অন্ধকার নয়।,1,1.0,banglasarc,নতুন পোপ হ'ল প্রেম এবং আনন্দ ছড়িয়ে দেওয়ার বিষয়ে এবং ডুম এবং অন্ধকার নয়।,নতুন পোপ হ'ল প্রেম এবং আনন্দ ছড়িয়ে দেওয়ার বিষয়ে এবং ডুম এবং অন্ধকার নয়।
আমি অনুমান করছি তিনি মনে করেন আপনি প্রতি বছর মোট নয়,1,1.0,banglasarc,আমি অনুমান করছি তিনি মনে করেন আপনি প্রতি বছর মোট নয়,আমি অনুমান করছি তিনি মনে করেন আপনি প্রতি বছর মোট নয়
অভিনয় হোক বা বাস্তবতা. আসলেই খুব ভালো লাগলো নাটক টী।দুজনে অভিনয়টা অনেক অনেক সুন্দর হয়েছে।,0,0.0,banglasarc,অভিনয় হোক বা বাস্তবতা. আসলেই খুব ভালো লাগলো নাটক টী।দুজনে অভিনয়টা অনেক অনেক সুন্দর হয়েছে।,অভিনয় হোক বা বাস্তবতা. আসলেই খুব ভালো লাগলো নাটক টী।দুজনে অভিনয়টা অনেক অনেক সুন্দর হয়েছে।
আমার প্রতিবেশীর ডায়েরি বলে যে আমার সীমানা সংক্রান্ত সমস্যা রয়েছে।,1,1.0,banglasarc,আমার প্রতিবেশীর ডায়েরি বলে যে আমার সীমানা সংক্রান্ত সমস্যা রয়েছে।,আমার প্রতিবেশীর ডায়েরি বলে যে আমার সীমানা সংক্রান্ত সমস্যা রয়েছে।
অসাধারণ হয়েছে রিমু আপু অনেক অনেক শুভেচ্ছা অভিনন্দন,0,0.0,banglasarc,অসাধারণ হয়েছে রিমু আপু অনেক অনেক শুভেচ্ছা অভিনন্দন,অসাধারণ হয়েছে রিমু আপু অনেক অনেক শুভেচ্ছা অভিনন্দন
কমেন্ট দেখে ব্যাপক বিনোদন পাচ্ছি 🐸,0,0.0,banglasarc,কমেন্ট দেখে ব্যাপক বিনোদন পাচ্ছি 🐸,কমেন্ট দেখে ব্যাপক বিনোদন পাচ্ছি 🐸
"ছেলে: ""আপনি আমার টাইপ নন।""মেয়ে: ""কেন,‘ কারণ আমি পড়তে পারি? """,1,1.0,banglasarc,"ছেলে: ""আপনি আমার টাইপ নন।""মেয়ে: ""কেন,‘ কারণ আমি পড়তে পারি? ""","ছেলে: ""আপনি আমার টাইপ নন।""মেয়ে: ""কেন,‘ কারণ আমি পড়তে পারি? """
"জীবন একটি জাহাজ ধ্বংস, তবে আমাদের অবশ্যই লাইফবোটগুলিতে গান করতে ভুলব না।",1,1.0,banglasarc,"জীবন একটি জাহাজ ধ্বংস, তবে আমাদের অবশ্যই লাইফবোটগুলিতে গান করতে ভুলব না।","জীবন একটি জাহাজ ধ্বংস, তবে আমাদের অবশ্যই লাইফবোটগুলিতে গান করতে ভুলব না।"
"মানুষের মধ্যে সবচেয়ে উত্তম ব্যক্তি সেই,
যে মানুষের উপকার করে।",0,0.0,banglasarc,"মানুষের মধ্যে সবচেয়ে উত্তম ব্যক্তি সেই, যে মানুষের উপকার করে।","মানুষের মধ্যে সবচেয়ে উত্তম ব্যক্তি সেই, যে মানুষের উপকার করে।"
কত রে ঢং দেখাইলি রে পাদনি,0,0.0,banglasarc,কত রে ঢং দেখাইলি রে পাদনি,কত রে ঢং দেখাইলি রে পাদনি
অভিযোগ দিছো ভালো কথা কিন্তু তুই ভুয়া তথ্য দিলি কেন??,0,0.0,banglasarc,অভিযোগ দিছো ভালো কথা কিন্তু তুই ভুয়া তথ্য দিলি কেন??,অভিযোগ দিছো ভালো কথা কিন্তু তুই ভুয়া তথ্য দিলি কেন??
খুব ভালো লাগে,0,0.0,banglasarc,খুব ভালো লাগে,খুব ভালো লাগে
"আমেন বিচক্ষণ মাদারফুকারস, কিছু শিখুন।",1,1.0,banglasarc,"আমেন বিচক্ষণ মাদারফুকারস, কিছু শিখুন।","আমেন বিচক্ষণ মাদারফুকারস, কিছু শিখুন।"
"""আমার কাছে এটি ব্যাখ্যা করার মতো সময় বা ক্রাইওন নেই।""",1,1.0,banglasarc,"""আমার কাছে এটি ব্যাখ্যা করার মতো সময় বা ক্রাইওন নেই।""","""আমার কাছে এটি ব্যাখ্যা করার মতো সময় বা ক্রাইওন নেই।"""
"আমি শান্ত দেখতে পাচ্ছি, তবে আমার মনের ভিতরে, আমি আপনাকে 20 বার, 5 মিনিটের মধ্যে 20 টি বিভিন্ন উপায়ে হত্যা করেছি।",1,1.0,banglasarc,"আমি শান্ত দেখতে পাচ্ছি, তবে আমার মনের ভিতরে, আমি আপনাকে 20 বার, 5 মিনিটের মধ্যে 20 টি বিভিন্ন উপায়ে হত্যা করেছি।","আমি শান্ত দেখতে পাচ্ছি, তবে আমার মনের ভিতরে, আমি আপনাকে 20 বার, 5 মিনিটের মধ্যে 20 টি বিভিন্ন উপায়ে হত্যা করেছি।"
"""আমার বৃত্তটি এত ছোট, আমি প্রায় নিজেকে কেটে ফেলেছি।""",1,1.0,banglasarc,"""আমার বৃত্তটি এত ছোট, আমি প্রায় নিজেকে কেটে ফেলেছি।""","""আমার বৃত্তটি এত ছোট, আমি প্রায় নিজেকে কেটে ফেলেছি।"""
খোদার গজব সব এই জায়গায়,0,0.0,banglasarc,খোদার গজব সব এই জায়গায়,খোদার গজব সব এই জায়গায়
"মানবতা বেঁচে থাকুক সবার মাঝে।😊❤️
#Pray_for_chittagong",0,0.0,banglasarc,মানবতা বেঁচে থাকুক সবার মাঝে।😊❤️ #pray_for_chittagong,মানবতা বেঁচে থাকুক সবার মাঝে।😊❤️ #pray_for_chittagong
কালো কালো করিস নে লো...o গোয়ালের ঝি..আমায় বিধাতা করিছে কালো ! আমি করবো কি🖤✨,0,0.0,banglasarc,কালো কালো করিস নে লো...o গোয়ালের ঝি..আমায় বিধাতা করিছে কালো ! আমি করবো কি🖤✨,কালো কালো করিস নে লো...o গোয়ালের ঝি..আমায় বিধাতা করিছে কালো ! আমি করবো কি🖤✨
"ডয়চে ভেলে বাকস্বাধীনতার পক্ষে৷ আর আমরা শুধু নাস্তিকদের মতামত নয়, সবপক্ষের মতামতই তুলে ধরার চেষ্টা করছি৷ আমাদের নতুন আয়োজন #dwAlaap সম্পর্কে বিস্তারিত জানতে ভিজিট করুন: http://www.dw.com/alaap",0,0.0,banglasarc,"ডয়চে ভেলে বাকস্বাধীনতার পক্ষে৷ আর আমরা শুধু নাস্তিকদের মতামত নয়, সবপক্ষের মতামতই তুলে ধরার চেষ্টা করছি৷ আমাদের নতুন আয়োজন #dwalaap সম্পর্কে বিস্তারিত জানতে ভিজিট করুন: http://www.dw.com/alaap","ডয়চে ভেলে বাকস্বাধীনতার পক্ষে৷ আর আমরা শুধু নাস্তিকদের মতামত নয়, সবপক্ষের মতামতই তুলে ধরার চেষ্টা করছি৷ আমাদের নতুন আয়োজন #dwalaap সম্পর্কে বিস্তারিত জানতে ভিজিট করুন: http://www.dw.com/alaap"
মহান আল্লাহ তাকে জান্নাতবাসী করুক আমিন,0,0.0,banglasarc,মহান আল্লাহ তাকে জান্নাতবাসী করুক আমিন,মহান আল্লাহ তাকে জান্নাতবাসী করুক আমিন
এটি দেখতে অনেকটা দেখতে শুরু হয়েছে,1,1.0,banglasarc,এটি দেখতে অনেকটা দেখতে শুরু হয়েছে,এটি দেখতে অনেকটা দেখতে শুরু হয়েছে
এর অর্থ সাধারণত তারা 5 বছরের অভিজ্ঞতার সাথে কাউকে চায় এবং এন্ট্রি লেভেল মজুরির জন্য কাজ করতে ইচ্ছুক নৈতিকতা।,1,1.0,banglasarc,এর অর্থ সাধারণত তারা 5 বছরের অভিজ্ঞতার সাথে কাউকে চায় এবং এন্ট্রি লেভেল মজুরির জন্য কাজ করতে ইচ্ছুক নৈতিকতা।,এর অর্থ সাধারণত তারা 5 বছরের অভিজ্ঞতার সাথে কাউকে চায় এবং এন্ট্রি লেভেল মজুরির জন্য কাজ করতে ইচ্ছুক নৈতিকতা।
আমার মনে হয় বড় অংশ ভুট দিতে যাবে না বললে ভাল হত,0,0.0,banglasarc,আমার মনে হয় বড় অংশ ভুট দিতে যাবে না বললে ভাল হত,আমার মনে হয় বড় অংশ ভুট দিতে যাবে না বললে ভাল হত
দূনীতির বিষয়টা ও উল্ল্যেখ করে রাইখেন,0,0.0,banglasarc,দূনীতির বিষয়টা ও উল্ল্যেখ করে রাইখেন,দূনীতির বিষয়টা ও উল্ল্যেখ করে রাইখেন
অসংখ্য ধন্যবাদ,0,0.0,banglasarc,অসংখ্য ধন্যবাদ,অসংখ্য ধন্যবাদ
ছাত্রলীগ এ কাজ করে কি ভাবে।।পাশে থেকে উৎসাহ দিতে পারে।।যার কাজ তাকেই করতে হবে।।।সহায়তা করবে ছাত্রলীগ,0,0.0,banglasarc,ছাত্রলীগ এ কাজ করে কি ভাবে।।পাশে থেকে উৎসাহ দিতে পারে।।যার কাজ তাকেই করতে হবে।।।সহায়তা করবে ছাত্রলীগ,ছাত্রলীগ এ কাজ করে কি ভাবে।।পাশে থেকে উৎসাহ দিতে পারে।।যার কাজ তাকেই করতে হবে।।।সহায়তা করবে ছাত্রলীগ
সমরে আমরা শান্তিতে আমরা সর্বত্র আমরা,0,0.0,banglasarc,সমরে আমরা শান্তিতে আমরা সর্বত্র আমরা,সমরে আমরা শান্তিতে আমরা সর্বত্র আমরা
চাইলেই সব করা যায় না। কিছু সৃতি নিজেকে পাল্টাতে দেয়৷ নাহ,0,0.0,banglasarc,চাইলেই সব করা যায় না। কিছু সৃতি নিজেকে পাল্টাতে দেয়৷ নাহ,চাইলেই সব করা যায় না। কিছু সৃতি নিজেকে পাল্টাতে দেয়৷ নাহ
"কখনও কখনও আমি আশা করি আমি একজন সুন্দর ব্যক্তি ছিলাম, তবে তারপরে আমি হাসি এবং আমার দিনটি চালিয়ে যাই।",1,1.0,banglasarc,"কখনও কখনও আমি আশা করি আমি একজন সুন্দর ব্যক্তি ছিলাম, তবে তারপরে আমি হাসি এবং আমার দিনটি চালিয়ে যাই।","কখনও কখনও আমি আশা করি আমি একজন সুন্দর ব্যক্তি ছিলাম, তবে তারপরে আমি হাসি এবং আমার দিনটি চালিয়ে যাই।"
একসময় আমি মিষ্টি এবং নির্দোষ ছিলাম।এবং তারপর ছি ছি,1,1.0,banglasarc,একসময় আমি মিষ্টি এবং নির্দোষ ছিলাম।এবং তারপর ছি ছি,একসময় আমি মিষ্টি এবং নির্দোষ ছিলাম।এবং তারপর ছি ছি
হলিউড ফেইল করায় দিলেন দেখি,0,0.0,banglasarc,হলিউড ফেইল করায় দিলেন দেখি,হলিউড ফেইল করায় দিলেন দেখি
সর্বদা মনে রাখবেন: আপনি অন্য সবার মতোই অনন্য।,1,1.0,banglasarc,সর্বদা মনে রাখবেন: আপনি অন্য সবার মতোই অনন্য।,সর্বদা মনে রাখবেন: আপনি অন্য সবার মতোই অনন্য।
আপনাদের জন্য রইল শুভ কামনা,0,0.0,banglasarc,আপনাদের জন্য রইল শুভ কামনা,আপনাদের জন্য রইল শুভ কামনা
"10 বছর, 10,000,000 ডকুমেন্টস, 0 সংশোধন।",1,1.0,banglasarc,"10 বছর, 10,000,000 ডকুমেন্টস, 0 সংশোধন।","10 বছর, 10,000,000 ডকুমেন্টস, 0 সংশোধন।"
শুশুক মানে তো ডলফিন তাই না ভাই?,0,0.0,banglasarc,শুশুক মানে তো ডলফিন তাই না ভাই?,শুশুক মানে তো ডলফিন তাই না ভাই?
দালালদের অবস্থা এমনই হয়।,0,0.0,banglasarc,দালালদের অবস্থা এমনই হয়।,দালালদের অবস্থা এমনই হয়।
আমার ব্যঙ্গাত্মক স্তরটি এমন পর্যায়ে পৌঁছেছে যেখানে আমি জানি না আমি মজা করছি কি না।,1,1.0,banglasarc,আমার ব্যঙ্গাত্মক স্তরটি এমন পর্যায়ে পৌঁছেছে যেখানে আমি জানি না আমি মজা করছি কি না।,আমার ব্যঙ্গাত্মক স্তরটি এমন পর্যায়ে পৌঁছেছে যেখানে আমি জানি না আমি মজা করছি কি না।
