note,label_binary,label_original,dataset_name,norm_key,dedup_key
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,যদিও আমার টাকায় ফ্যামিলি চলে না তবে আমি নিজের খরচ নিজেই বহন করি বাবার কাছে কখনোই চাই না,যদিও আমার টাকায় ফ্যামিলি চলে না তবে আমি নিজের খরচ নিজেই বহন করি বাবার কাছে কখনোই চাই না
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,টিকেই আছে এখন সৌদি আরবের নিরবতার জন্যই মধ্যপ্রাচ্যের পরিস্থিতি এমন,টিকেই আছে এখন সৌদি আরবের নিরবতার জন্যই মধ্যপ্রাচ্যের পরিস্থিতি এমন
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,নাথিং ফানি হেয়ার এর থেকেই বুঝা যায় ধীরে ধীরে আমরা এমন সময় এর দিকে আগায়ে যাচ্ছি যখন মানুষ আর আর্টিফিশিয়াল ইন্টেলিজেন্স একে অপরের বিরুদ্ধে অবস্থান করবে,নাথিং ফানি হেয়ার এর থেকেই বুঝা যায় ধীরে ধীরে আমরা এমন সময় এর দিকে আগায়ে যাচ্ছি যখন মানুষ আর আর্টিফিশিয়াল ইন্টেলিজেন্স একে অপরের বিরুদ্ধে অবস্থান করবে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,তোরে জন্ম দেওয়াটাই জীবনের সবচেয়ে বড় ভুল ছিলো,তোরে জন্ম দেওয়াটাই জীবনের সবচেয়ে বড় ভুল ছিলো
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,নুনু,নুনু
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,বিড়ি কিনতে যাচ্ছিলাম ভিডিওটা দেখার পর এখন গাজাঁ কিনতে যাচ্ছি সবাই দোয়া করবেন যেন সুস্থ থাকি,বিড়ি কিনতে যাচ্ছিলাম ভিডিওটা দেখার পর এখন গাজাঁ কিনতে যাচ্ছি সবাই দোয়া করবেন যেন সুস্থ থাকি
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,এইটাই শেষ দেখা তার সাথে,এইটাই শেষ দেখা তার সাথে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,নিশ্চয়ই সে আগে ছাত্রলীগ করতো কারণ ছাত্রলীগ ছাড়া এত বড় সাহস কারণ নেই,নিশ্চয়ই সে আগে ছাত্রলীগ করতো কারণ ছাত্রলীগ ছাড়া এত বড় সাহস কারণ নেই
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,বউয়ের সামনে বিড়াল হওয়ার কি আছে বউ কি বাঘ নাকি যে খেয়ে ফেলবে,বউয়ের সামনে বিড়াল হওয়ার কি আছে বউ কি বাঘ নাকি যে খেয়ে ফেলবে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,ভাইটি হার্ভার্ডে পেয়েও পরতে যায়নি কোন জানেন শুধুমাত্র তে ভর্তি হবে সেইজন্যে,ভাইটি হার্ভার্ডে পেয়েও পরতে যায়নি কোন জানেন শুধুমাত্র তে ভর্তি হবে সেইজন্যে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,শুভেচ্ছা ও অভিনন্দন ভালো ও সুস্থ থাকার দোয়া সবসময়,শুভেচ্ছা ও অভিনন্দন ভালো ও সুস্থ থাকার দোয়া সবসময়
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,কোটায় চাকরি পাওয়া গুলোই সব যায়গার জন্য অভিশাপ,কোটায় চাকরি পাওয়া গুলোই সব যায়গার জন্য অভিশাপ
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,টাকা দিয়ে প্রশ্ন কিনে চাকরি কনফার্ম করেছিল এখন বাতিল হলে কষ্ট লাগবেই,টাকা দিয়ে প্রশ্ন কিনে চাকরি কনফার্ম করেছিল এখন বাতিল হলে কষ্ট লাগবেই
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,যখন ফ্রিজ ছিল না তখন কুরবানীর গোস্ত গুলো মা ভাজি করে মিরছিবে রেখে দিত,যখন ফ্রিজ ছিল না তখন কুরবানীর গোস্ত গুলো মা ভাজি করে মিরছিবে রেখে দিত
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,আমি মনে করেছিলাম আপনি ম্যাচিউরড এখন দেখছি চাইল্ডিইস ওভার ম্যাচিউরড এত সস্তা আপনার চিন্তা ছিঃ ছি,আমি মনে করেছিলাম আপনি ম্যাচিউরড এখন দেখছি চাইল্ডিইস ওভার ম্যাচিউরড এত সস্তা আপনার চিন্তা ছিঃ ছি
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,একটা একটা করে আওয়ামী লীগ ধরে বিদ্যুতের খাম্বার সাথে বেঁধে রাখা হোক,একটা একটা করে আওয়ামী লীগ ধরে বিদ্যুতের খাম্বার সাথে বেঁধে রাখা হোক
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,তোমার দেওয়া সমাধান এতই ইউনিক আর যুগান্তকারী যে সেগুলো কাজে লাগালে পৃথিবী হয়তো সময়ের একশ বছর পিছিয়ে যাবে,তোমার দেওয়া সমাধান এতই ইউনিক আর যুগান্তকারী যে সেগুলো কাজে লাগালে পৃথিবী হয়তো সময়ের একশ বছর পিছিয়ে যাবে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,লোকে সবসময় আমার অক্ষমতার কথা মনে করিয়ে দেয় হায় রে,লোকে সবসময় আমার অক্ষমতার কথা মনে করিয়ে দেয় হায় রে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,কি লাভ হলো ভাই এতো কষ্ট করে পড়াশোনা করে এতো বড় একটা জায়গায় তুমি ভর্তি পরীক্ষায় ১ম হয়ে তোমার নিজের তোমার বাবা মায়ের নাম স্বপ্ন পূরণ করলে অথচ সেই তুমি সামান্য কয়টা টাকার কাছে তোমার এতদিনের কষ্ট করে অর্জিত সোনার হরিণটুকু বিক্রি করে দিলে,কি লাভ হলো ভাই এতো কষ্ট করে পড়াশোনা করে এতো বড় একটা জায়গায় তুমি ভর্তি পরীক্ষায় ১ম হয়ে তোমার নিজের তোমার বাবা মায়ের নাম স্বপ্ন পূরণ করলে অথচ সেই তুমি সামান্য কয়টা টাকার কাছে তোমার এতদিনের কষ্ট করে অর্জিত সোনার হরিণটুকু বিক্রি করে দিলে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,শেষের মাত্র দু লাইনেই নারীদের সংগ্রাম ও কষ্টগুলো কি সুন্দর ভাবে বললেন একটা নারীর এত কষ্টময় সংগ্রাম ২ লাইনেই কি সুন্দর করে ডিসক্রাইব করলেন শিক্ষিত মানুষ এমনই হয় বাংলাদেশ একটা যোগ্য নেতা পাইছে,শেষের মাত্র দু লাইনেই নারীদের সংগ্রাম ও কষ্টগুলো কি সুন্দর ভাবে বললেন একটা নারীর এত কষ্টময় সংগ্রাম ২ লাইনেই কি সুন্দর করে ডিসক্রাইব করলেন শিক্ষিত মানুষ এমনই হয় বাংলাদেশ একটা যোগ্য নেতা পাইছে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,ক্যাপ্টেন হিসেবে অসাধারণ খেলা হয়েছে আলহামদুলিল্লাহ বরিশাল বিপিএল কাপ যাবে লঞ্চ রেডি আছে,ক্যাপ্টেন হিসেবে অসাধারণ খেলা হয়েছে আলহামদুলিল্লাহ বরিশাল বিপিএল কাপ যাবে লঞ্চ রেডি আছে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,পাগল নাকি কোনো কাজ নাই,পাগল নাকি কোনো কাজ নাই
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,আমাদের সমাজে হিংসা নয় সহানুভূতি ও ভালোবাসা ছড়িয়ে পড়ুক,আমাদের সমাজে হিংসা নয় সহানুভূতি ও ভালোবাসা ছড়িয়ে পড়ুক
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,কি ভেবেছিলাম আর কি দেখলাম লে হালুয়া,কি ভেবেছিলাম আর কি দেখলাম লে হালুয়া
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,মনুষের মনুষ্যত্ব কতটা নিচে গেছে,মনুষের মনুষ্যত্ব কতটা নিচে গেছে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,আজকেই জাহিদ খান কে চিনলাম তাও আপনার মাধ্যমে,আজকেই জাহিদ খান কে চিনলাম তাও আপনার মাধ্যমে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,কিছু দিন পরে আন্যের বউ নিয়ে পালিয়ে যাবে,কিছু দিন পরে আন্যের বউ নিয়ে পালিয়ে যাবে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,দারুন একটা রুটি দেখাইছে আমাকে দিবেন ভালোবাসা রইলো,দারুন একটা রুটি দেখাইছে আমাকে দিবেন ভালোবাসা রইলো
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,আজকে এইরকম বাবা নাই বলে আমরা কন্টেন্ট করতে পারিনা,আজকে এইরকম বাবা নাই বলে আমরা কন্টেন্ট করতে পারিনা
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,বিজয় সবচেয়ে সায়েন্টিফিক আদর্শবান নীতিবান সফটওয়্যার,বিজয় সবচেয়ে সায়েন্টিফিক আদর্শবান নীতিবান সফটওয়্যার
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আমি ভিডিওতে আজকে আপাকে দেখি নি কিন্তু আপার কন্ঠ শুনেছি,আমি ভিডিওতে আজকে আপাকে দেখি নি কিন্তু আপার কন্ঠ শুনেছি
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,উড়ে এসে জুড়ে বসা খুব ভয়ংকর হয় সাজানো গোছানো সংসারটাকে শেষ করে ধ্বংস করে দিয়েছে এই শাওন,উড়ে এসে জুড়ে বসা খুব ভয়ংকর হয় সাজানো গোছানো সংসারটাকে শেষ করে ধ্বংস করে দিয়েছে এই শাওন
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,চুল তার কবেকার অন্ধকার কলকাতার নিশা রূপ তার হাওড়া ব্রিজের কারুকার্য,চুল তার কবেকার অন্ধকার কলকাতার নিশা রূপ তার হাওড়া ব্রিজের কারুকার্য
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,বফের নাম্বার জামাই লিখে সেভ করতে না পারলে তুমি আমার ভুলের গফ,বফের নাম্বার জামাই লিখে সেভ করতে না পারলে তুমি আমার ভুলের গফ
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,যে ছাত্ররা আন্দলোন করে এই দেশ কে ভালো করার কথা ছিল এখন সেই ছাত্ররা সকল ভালো করা তো দূরে থাক আন্দলোন করে দেশের জনগনের এবং এই সরকারকে বিপদের ফেলার রাস্তায় তৈরি করে আরেক দূর্নীতিবাজ সরকারের কে আসার সুযোগ করে দিচ্ছে এত দাবি হাসিনা কাছে চাওয়ার কথা এই সরকার এর কাছে কেন য়ারা এই দেশ পরিচালনা করবে তদের মধ্যে একতাবদ্ধ না থাকার জন্য এই পরিস্থিতি এত বিশব্বিদ্যালয় থাকতে ভালো কলেজ গুলো কে কেন বিশব্বিদ্যালয় করতে হবে,যে ছাত্ররা আন্দলোন করে এই দেশ কে ভালো করার কথা ছিল এখন সেই ছাত্ররা সকল ভালো করা তো দূরে থাক আন্দলোন করে দেশের জনগনের এবং এই সরকারকে বিপদের ফেলার রাস্তায় তৈরি করে আরেক দূর্নীতিবাজ সরকারের কে আসার সুযোগ করে দিচ্ছে এত দাবি হাসিনা কাছে চাওয়ার কথা এই সরকার এর কাছে কেন য়ারা এই দেশ পরিচালনা করবে তদের মধ্যে একতাবদ্ধ না থাকার জন্য এই পরিস্থিতি এত বিশব্বিদ্যালয় থাকতে ভালো কলেজ গুলো কে কেন বিশব্বিদ্যালয় করতে হবে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,লয়্যালিটির কোন দাম নাই এহন শুকনা পাতা খাইয়া চোখ দুইডা লাল কইরা মেয়েদের প্রপোজ করো দেখবা ঠিকই এক্সেপ্ট করবো,লয়্যালিটির কোন দাম নাই এহন শুকনা পাতা খাইয়া চোখ দুইডা লাল কইরা মেয়েদের প্রপোজ করো দেখবা ঠিকই এক্সেপ্ট করবো
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,শুভ জন্মদিন পথ এগিয়ে চলুন শুভ জন্মদিন,শুভ জন্মদিন পথ এগিয়ে চলুন শুভ জন্মদিন
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,সন্তানের এমন কাজ মায়ের জন্য গর্বের,সন্তানের এমন কাজ মায়ের জন্য গর্বের
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,উনি থাইল্যান্ডে গেছেন কী অসুখের চিকিৎসা করতে জানি না তবে তিনি যে মানসিক বিকারগ্রস্ত সেটা বুঝতে পারছি তার সুস্থতা কামনা করি,উনি থাইল্যান্ডে গেছেন কী অসুখের চিকিৎসা করতে জানি না তবে তিনি যে মানসিক বিকারগ্রস্ত সেটা বুঝতে পারছি তার সুস্থতা কামনা করি
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,ধানমন্দি ৩২ কট হয়ে গেছে চাচা হট হয়ে গেছে ধানমন্ডি ৩২ আর থাকবে না আওয়ামী লীগ থাকবে না হাসু আপাও থাকবে না,ধানমন্দি ৩২ কট হয়ে গেছে চাচা হট হয়ে গেছে ধানমন্ডি ৩২ আর থাকবে না আওয়ামী লীগ থাকবে না হাসু আপাও থাকবে না
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,জীবন নিয়ে এমন দৃষ্টিভঙ্গি অনেকেরই মনে আসে কিন্তু বলতে পারে না,জীবন নিয়ে এমন দৃষ্টিভঙ্গি অনেকেরই মনে আসে কিন্তু বলতে পারে না
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আয়না ঘর কে বাসর ঘর এর মত সাজিয়ে পরে গেলে লাভ কি এবং এতো দিনে তা হয়েও গেছে,আয়না ঘর কে বাসর ঘর এর মত সাজিয়ে পরে গেলে লাভ কি এবং এতো দিনে তা হয়েও গেছে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,প্রাণ প্রিয় শ্রদ্ধেয় বড় ভাই আপনি যা বলবেন তা ভাই,প্রাণ প্রিয় শ্রদ্ধেয় বড় ভাই আপনি যা বলবেন তা ভাই
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,ব্যাকআপের আর কোনো ভালোবাসা থাকে না থাকে যায় শুধু ভালোবাসর মায়ার ঝরানো সখের মানুষটাকে না পার কষ্ট,ব্যাকআপের আর কোনো ভালোবাসা থাকে না থাকে যায় শুধু ভালোবাসর মায়ার ঝরানো সখের মানুষটাকে না পার কষ্ট
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,আমাদের সকলকে একে অপরের উদ্যোগে সাহায্য করা উচিত এতে সমাজে পরিবর্তন আসবে,আমাদের সকলকে একে অপরের উদ্যোগে সাহায্য করা উচিত এতে সমাজে পরিবর্তন আসবে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,এক্সিডেন্ট হওয়ার আগে থেকেই তো উনার সুস্থতার জন্য দোয়া করতেছি,এক্সিডেন্ট হওয়ার আগে থেকেই তো উনার সুস্থতার জন্য দোয়া করতেছি
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,বাংলাই বলতে পারে না,বাংলাই বলতে পারে না
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,মানুষ দিন দিন কতটা হিংস্র হয়ে যাচ্ছে,মানুষ দিন দিন কতটা হিংস্র হয়ে যাচ্ছে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,তোরা আসলে ভেজাইল্লা,তোরা আসলে ভেজাইল্লা
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,ওর সৃষ্টকর্তা হয়তো এমন নিকৃষ্ট প্রানী যার নাম নিতে লজ্জাবোধ করে তাই অভিমানে একথা বলেছে কিন্তু আমরা আমাদের সৃষ্টি কর্তার নাম নিতে কুন্ঠা বোধ করিনা বরং গর্বিত,ওর সৃষ্টকর্তা হয়তো এমন নিকৃষ্ট প্রানী যার নাম নিতে লজ্জাবোধ করে তাই অভিমানে একথা বলেছে কিন্তু আমরা আমাদের সৃষ্টি কর্তার নাম নিতে কুন্ঠা বোধ করিনা বরং গর্বিত
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,নাউজুবিল্লাহ আমার চিন্তা ভাবনা এত খারাপ,নাউজুবিল্লাহ আমার চিন্তা ভাবনা এত খারাপ
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,দেশের সম্পদ জনগণের টাকায় আবারও হবে মাঝে জনগণকে বহন করতে হবে অতিরিক্ত করের বোঝা,দেশের সম্পদ জনগণের টাকায় আবারও হবে মাঝে জনগণকে বহন করতে হবে অতিরিক্ত করের বোঝা
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আপনার সব কিছু ই ভালো লাগে শুধু পোশাক টা বাদে,আপনার সব কিছু ই ভালো লাগে শুধু পোশাক টা বাদে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আপার কবিতা রিক্ত আমি নিস্ব আমি দেবার কিছু নাই আছে শুধু স্বৈরাচারী পতিহিংসা কূটনামি করে গেলাম তাই,আপার কবিতা রিক্ত আমি নিস্ব আমি দেবার কিছু নাই আছে শুধু স্বৈরাচারী পতিহিংসা কূটনামি করে গেলাম তাই
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,মাগিরপোলা গাঞ্জা খাইসস নাকি নং বাড়ি আর শহীদ মিনার সেইম মাদারচোদ এর বাচ্ছা,মাগিরপোলা গাঞ্জা খাইসস নাকি নং বাড়ি আর শহীদ মিনার সেইম মাদারচোদ এর বাচ্ছা
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,যদি পৃথিবীর সব কাজ এর দখলে চলে যায় কৃষি এমন একটি কাজ যেটা যেটা সবসময়ই থাকবে৷ তাই আমি একজন গর্বিত কৃষক,যদি পৃথিবীর সব কাজ এর দখলে চলে যায় কৃষি এমন একটি কাজ যেটা যেটা সবসময়ই থাকবে৷ তাই আমি একজন গর্বিত কৃষক
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,এত বড় পাহাড় এই পাহাড়ে উঠতে গেলে জীবন যৌবন সব শেষ হবে,এত বড় পাহাড় এই পাহাড়ে উঠতে গেলে জীবন যৌবন সব শেষ হবে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,তাহলে ২ জনেই সমস্যা আছে বাপে ও খেলো একটা মায় ও খেলো আরেকটায়,তাহলে ২ জনেই সমস্যা আছে বাপে ও খেলো একটা মায় ও খেলো আরেকটায়
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,কি দাদা রান্না কেমন হলো,কি দাদা রান্না কেমন হলো
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,কোন শীতে সবজির দাম বেশি ছিল অন্য শীতের সাথে তুলনা করলে এই শীতেই তুলনামূলক বেশি দাম ছিলো,কোন শীতে সবজির দাম বেশি ছিল অন্য শীতের সাথে তুলনা করলে এই শীতেই তুলনামূলক বেশি দাম ছিলো
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,এই সরকারকের এই সিদ্ধান্ত আমি মানিনা গ্রামের চৌকিদারের মতো লাগছে র ্যাবকে,এই সরকারকের এই সিদ্ধান্ত আমি মানিনা গ্রামের চৌকিদারের মতো লাগছে র ্যাবকে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,চাটাচাটি করছেন যে এতু যে জ্বিহব্বায় ঘা হয়ে যাবে,চাটাচাটি করছেন যে এতু যে জ্বিহব্বায় ঘা হয়ে যাবে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,পিংক কালারের চান্দ মামা,পিংক কালারের চান্দ মামা
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,আওয়ামী লীগ ক্ষমতায় থাকতে আপনি উস্কানি মূলক পোস্ট দিছেন আর এখনও তাই করতাছেন এসব করে আপনি অন্য দেশে থেকে মজা নেন,আওয়ামী লীগ ক্ষমতায় থাকতে আপনি উস্কানি মূলক পোস্ট দিছেন আর এখনও তাই করতাছেন এসব করে আপনি অন্য দেশে থেকে মজা নেন
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,তুই আমার বালের বাঙ্গালি সারাদিন জিন্স টপস পইরা নটীবাজি আর মাগীগিরি করস ওগুলো কোন আমলের বাঙ্গালির পোষাক একদিনে বাঙ্গালি সাইজা ভং ধরিস না চুদাস আর কথা শুরু করসস হাই এভ্রিওয়ান দিয়া,তুই আমার বালের বাঙ্গালি সারাদিন জিন্স টপস পইরা নটীবাজি আর মাগীগিরি করস ওগুলো কোন আমলের বাঙ্গালির পোষাক একদিনে বাঙ্গালি সাইজা ভং ধরিস না চুদাস আর কথা শুরু করসস হাই এভ্রিওয়ান দিয়া
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,পৃথিবী কিন্তু গোল তারা তারী পোস্ট ডিলেট দেও,পৃথিবী কিন্তু গোল তারা তারী পোস্ট ডিলেট দেও
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,টাকার কাছে সব ঠিক টাকা দিতে পারলে বাবা মা ভাই বোন সবার সাথেই সম্পর্ক মধুর হয় এটাই স্বাভাবিক,টাকার কাছে সব ঠিক টাকা দিতে পারলে বাবা মা ভাই বোন সবার সাথেই সম্পর্ক মধুর হয় এটাই স্বাভাবিক
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,সেটা ঠিক আছে কিন্তু ইউনুস তো ২ বিয়ে করেছে এখন কথা হচ্ছে জীবনসঙ্গী প্রথম টায় ২ বিয়ে করতে দিবে নাকি,সেটা ঠিক আছে কিন্তু ইউনুস তো ২ বিয়ে করেছে এখন কথা হচ্ছে জীবনসঙ্গী প্রথম টায় ২ বিয়ে করতে দিবে নাকি
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আজ হয়তো দাপট্য দেখিয়ে আপনি কারো রিযিক কেড়ে নিচ্ছেন,আজ হয়তো দাপট্য দেখিয়ে আপনি কারো রিযিক কেড়ে নিচ্ছেন
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,কৃমিদের সাথে শান্তি চুক্তি করুন চুলকানোই সেই কূটনৈতিক বার্তা যাতে তারা বুঝবে আপনি লড়াই চান না আপনি গিয়ে চুলকিয়ে দিয়ে আসুন জনাব আমি দেখতেছি আপনার হাতটা সুড়সুড় করতেছে,কৃমিদের সাথে শান্তি চুক্তি করুন চুলকানোই সেই কূটনৈতিক বার্তা যাতে তারা বুঝবে আপনি লড়াই চান না আপনি গিয়ে চুলকিয়ে দিয়ে আসুন জনাব আমি দেখতেছি আপনার হাতটা সুড়সুড় করতেছে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,লাভ বাইট বলতে কী কামড় দিয়া দাঁতের দাগ বসানোরে নি বলে আমিতো অন্য কিছু ভাবতাম,লাভ বাইট বলতে কী কামড় দিয়া দাঁতের দাগ বসানোরে নি বলে আমিতো অন্য কিছু ভাবতাম
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,প্রত্যেক জাতিকে একদিন মৃত্যুর স্বাধ গ্রহণ করতে হবেই,প্রত্যেক জাতিকে একদিন মৃত্যুর স্বাধ গ্রহণ করতে হবেই
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,এসব ইনজোরিতে ফিডনেস আরো ভালো থাকে,এসব ইনজোরিতে ফিডনেস আরো ভালো থাকে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,স্বর্ণ কালার বলে কথা,স্বর্ণ কালার বলে কথা
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আলো দেয়ার জন্য কি শাড়ির আঁচল ফেলে দিছে,আলো দেয়ার জন্য কি শাড়ির আঁচল ফেলে দিছে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,এটাই কিন্তু সঠিক আমরা এত্তটা ডিজিটাল ছিলাম না তবে অনেক সুন্দর সময় পার করে এসেছি যা এই জেনারেশন পায় না,এটাই কিন্তু সঠিক আমরা এত্তটা ডিজিটাল ছিলাম না তবে অনেক সুন্দর সময় পার করে এসেছি যা এই জেনারেশন পায় না
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,মাত্র নয় বছরের জন্য এমন ডিস্টাব করা উচিৎ হয়নি আরো নয় বছর অপেক্ষা করা দরকার ছিল,মাত্র নয় বছরের জন্য এমন ডিস্টাব করা উচিৎ হয়নি আরো নয় বছর অপেক্ষা করা দরকার ছিল
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,যে পাখির বনে থাকা অভ্যাস সে কি আর খাঁচায় থাকতে চাই সে কামনে থাকবে আমাকেতো সে ভালোই বাসে নাই,যে পাখির বনে থাকা অভ্যাস সে কি আর খাঁচায় থাকতে চাই সে কামনে থাকবে আমাকেতো সে ভালোই বাসে নাই
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,শরীরের শেষ রক্তবিন্দু দিয়ে হলেও ধানমন্ডি ৩২ রক্ষা করবো ছাত্রলীগের ভাইয়েরা এখনই ৩২ নাম্বারে আসুন তবে আমি সিঙ্গাপুর,শরীরের শেষ রক্তবিন্দু দিয়ে হলেও ধানমন্ডি ৩২ রক্ষা করবো ছাত্রলীগের ভাইয়েরা এখনই ৩২ নাম্বারে আসুন তবে আমি সিঙ্গাপুর
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,এটা কেমন গান রে ভাই মিউ,এটা কেমন গান রে ভাই মিউ
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,বাংগালি মানে বিনোদন,বাংগালি মানে বিনোদন
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,ময়নুল রোডের বুলডোজারের খবর জানেন,ময়নুল রোডের বুলডোজারের খবর জানেন
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,এখন দেখছি আমার আন্দোলন করা ঠিক হয় নাই কারণ ৬ টাকার ডার্বি ৮ টাকা হয় গেছে আগেই ভালো ছিল,এখন দেখছি আমার আন্দোলন করা ঠিক হয় নাই কারণ ৬ টাকার ডার্বি ৮ টাকা হয় গেছে আগেই ভালো ছিল
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,স্বামী নির্যাতন বন্ধ করা হউক,স্বামী নির্যাতন বন্ধ করা হউক
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,আসতাগফিরুল্লাহ এদের উপর গজব পড়ুক,আসতাগফিরুল্লাহ এদের উপর গজব পড়ুক
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,তোমার জীবন টা সার্থক ভাই,তোমার জীবন টা সার্থক ভাই
